BELTUSE_BIN	BAGDEPLOY_BIN	SEATPOS	DV_MPH	file_path	HIC15	T1_15	T2_15	HIC36	T1_36	T2_36	PEAK_LACC	PEAK_AACC	PEAK_LACC_g
1	1	13	24	data/minimal_simulations/24_mph/pass/belt/airbag/madymo/madymo.peak	58.002	78	93	110.75	60.6	96.6	283.96	2004.2	28.94597349643221
0	0	11	25	data/minimal_simulations/25_mph/driver/nobelt/noairbag/madymo/madymo.peak	5934.6	82	85	5934.6	82	85	4386.6	29431	447.1559633027523
1	0	11	25	data/minimal_simulations/25_mph/driver/belt/noairbag/madymo/madymo.peak	640.13	82	85	640.13	82	85	2145.7	10295	218.72579001019366
0	1	11	25	data/minimal_simulations/25_mph/driver/nobelt/airbag/madymo/madymo.peak	137.64	84	98	152.55	64	100	945.02	2907.6	96.33231396534148
1	1	11	25	data/minimal_simulations/25_mph/driver/belt/airbag/madymo/madymo.peak	145.73	71	86	199.97	61	97	427.95	2810.9	43.62385321100917
0	0	13	25	data/minimal_simulations/25_mph/pass/nobelt/noairbag/madymo/madymo.peak	6458.9	81.7	84.2	6458.9	81.7	84.2	4192.2	27547	427.33944954128435
1	0	13	25	data/minimal_simulations/25_mph/pass/belt/noairbag/madymo/madymo.peak	80.962	78.1	93.1	151.94	70.1	106.1	310.4	1217.3	31.641182466870536
0	1	13	25	data/minimal_simulations/25_mph/pass/nobelt/airbag/madymo/madymo.peak	89.137	82.6	97.6	145.46	70.6	106.6	340.33	1491	34.69215086646279
1	1	13	25	data/minimal_simulations/25_mph/pass/belt/airbag/madymo/madymo.peak	65.314	76.5	91.5	126.71	60	96	297.6	2132.2	30.33639143730887
0	0	11	26	data/minimal_simulations/26_mph/driver/nobelt/noairbag/madymo/madymo.peak	8882.9	81	83	8882.9	81	83	5453.7	30271	555.9327217125382
1	0	11	26	data/minimal_simulations/26_mph/driver/belt/noairbag/madymo/madymo.peak	1246.5	80	83	1246.5	80	83	2335.2	12653	238.04281345565747
0	1	11	26	data/minimal_simulations/26_mph/driver/nobelt/airbag/madymo/madymo.peak	471.98	90	93	471.98	90	93	1591.2	7003.8	162.2018348623853
1	1	11	26	data/minimal_simulations/26_mph/driver/belt/airbag/madymo/madymo.peak	155.59	69	84	214.91	61	97	439.66	2991	44.81753312945973
0	0	13	26	data/minimal_simulations/26_mph/pass/nobelt/noairbag/madymo/madymo.peak	7785.1	80.1	82.6	7785.1	80.1	82.6	4542.3	29215	463.0275229357798
1	0	13	26	data/minimal_simulations/26_mph/pass/belt/noairbag/madymo/madymo.peak	88.18	78.1	93.1	163.97	69.5	105.5	320.92	1286	32.71355759429154
0	1	13	26	data/minimal_simulations/26_mph/pass/nobelt/airbag/madymo/madymo.peak	109.3	81.3	96.3	176.47	69.3	105.3	367.81	1620.6	37.493374108053004
1	1	13	26	data/minimal_simulations/26_mph/pass/belt/airbag/madymo/madymo.peak	73.338	75.3	90.3	144.51	59.7	95.7	310.48	2200	31.649337410805302
0	0	11	27	data/minimal_simulations/27_mph/driver/nobelt/noairbag/madymo/madymo.peak	8644.9	79	82	8644.9	79	82	5436.3	34329	554.1590214067278
1	0	11	27	data/minimal_simulations/27_mph/driver/belt/noairbag/madymo/madymo.peak	692.93	79	86	692.93	79	86	1489.4	15058	151.82466870540264
0	1	11	27	data/minimal_simulations/27_mph/driver/nobelt/airbag/madymo/madymo.peak	884.79	87	90	884.79	87	90	2018	9490	205.7084607543323
1	1	11	27	data/minimal_simulations/27_mph/driver/belt/airbag/madymo/madymo.peak	161.09	68	83	226.82	60	96	443.21	3016	45.17940876656473
0	0	13	27	data/minimal_simulations/27_mph/pass/nobelt/noairbag/madymo/madymo.peak	9312.1	78.7	81.2	9312.1	78.7	81.2	4951.7	30605	504.7604485219164
1	0	13	27	data/minimal_simulations/27_mph/pass/belt/noairbag/madymo/madymo.peak	96.381	78.2	93.2	176.71	68.8	104.8	333.46	1376	33.99184505606524
0	1	13	27	data/minimal_simulations/27_mph/pass/nobelt/airbag/madymo/madymo.peak	131.74	80	95	208.52	68.2	104.2	398.13	1631.5	40.584097859327215
1	1	13	27	data/minimal_simulations/27_mph/pass/belt/airbag/madymo/madymo.peak	86.828	73.1	88.1	167.08	59.6	95.6	331.96	2287.2	33.83893985728848
0	0	11	28	data/minimal_simulations/28_mph/driver/nobelt/noairbag/madymo/madymo.peak	11930	78	80	11930	78	80	6312.2	33127	643.4454638124363
1	0	11	28	data/minimal_simulations/28_mph/driver/belt/noairbag/madymo/madymo.peak	806.71	77	88	806.71	77	88	1552.4	17690	158.2466870540265
0	1	11	28	data/minimal_simulations/28_mph/driver/nobelt/airbag/madymo/madymo.peak	1526.4	85	87	1526.4	85	87	2604.4	14390	265.4841997961264
1	1	11	28	data/minimal_simulations/28_mph/driver/belt/airbag/madymo/madymo.peak	160.03	66	81	235.36	60	96	433.1	3130.8	44.14882772680938
0	0	13	28	data/minimal_simulations/28_mph/pass/nobelt/noairbag/madymo/madymo.peak	10890	77.4	79.8	10890	77.4	79.8	5393.9	31464	549.8369011213048
1	0	13	28	data/minimal_simulations/28_mph/pass/belt/noairbag/madymo/madymo.peak	106.5	79.1	94.1	192.71	68.3	104.3	350.85	1478.7	35.764525993883794
0	1	13	28	data/minimal_simulations/28_mph/pass/nobelt/airbag/madymo/madymo.peak	157.49	78.5	93.5	245.33	67	103	430.88	1811.3	43.92252803261977
1	1	13	28	data/minimal_simulations/28_mph/pass/belt/airbag/madymo/madymo.peak	100.64	72.6	87.6	190.65	59.3	95.3	355.12	2461.5	36.19979612640163
0	0	11	29	data/minimal_simulations/29_mph/driver/nobelt/noairbag/madymo/madymo.peak	11915	77	79	11915	77	79	6619.1	35304	674.729867482161
1	0	11	29	data/minimal_simulations/29_mph/driver/belt/noairbag/madymo/madymo.peak	1334.3	76	83	1334.3	76	83	2373.4	50472	241.93679918450562
0	1	11	29	data/minimal_simulations/29_mph/driver/nobelt/airbag/madymo/madymo.peak	1836	83	85	1836	83	85	2737	15774	279.00101936799183
1	1	11	29	data/minimal_simulations/29_mph/driver/belt/airbag/madymo/madymo.peak	159.82	65	80	246.34	60	96	429	3122.7	43.730886850152906
0	0	13	29	data/minimal_simulations/29_mph/pass/nobelt/noairbag/madymo/madymo.peak	12337	76.1	78.5	12337	76.1	78.5	5846	32024	595.9225280326198
1	0	13	29	data/minimal_simulations/29_mph/pass/belt/noairbag/madymo/madymo.peak	120.04	79.3	94.3	211.72	67.8	103.8	380.35	1556.1	38.771661569826705
0	1	13	29	data/minimal_simulations/29_mph/pass/nobelt/airbag/madymo/madymo.peak	190.73	77.1	92.1	287.23	65.4	101.4	464.05	1877.1	47.303771661569826
1	1	13	29	data/minimal_simulations/29_mph/pass/belt/airbag/madymo/madymo.peak	118.78	72.1	87.1	218.03	59	95	377.22	2359.6	38.452599388379205
0	0	11	30	data/minimal_simulations/30_mph/driver/nobelt/noairbag/madymo/madymo.peak	13085	75	78	13085	75	78	6460.4	37996	658.5524974515799
1	0	11	30	data/minimal_simulations/30_mph/driver/belt/noairbag/madymo/madymo.peak	784.37	74	80	784.37	74	80	2453.8	29498	250.13251783893986
0	1	11	30	data/minimal_simulations/30_mph/driver/nobelt/airbag/madymo/madymo.peak	2394.6	81	84	2394.6	81	84	2987.7	18388	304.5565749235474
1	1	11	30	data/minimal_simulations/30_mph/driver/belt/airbag/madymo/madymo.peak	164.88	64	79	261.83	59	95	433.48	3062.4	44.18756371049949
0	0	13	30	data/minimal_simulations/30_mph/pass/nobelt/noairbag/madymo/madymo.peak	13598	74.9	77.4	13598	74.9	77.4	6171.4	32478	629.0927624872578
1	0	13	30	data/minimal_simulations/30_mph/pass/belt/noairbag/madymo/madymo.peak	127.04	78.5	93.5	209.46	67.3	99.3	389.98	1532.1	39.7533129459735
0	1	13	30	data/minimal_simulations/30_mph/pass/nobelt/airbag/madymo/madymo.peak	219.46	76.1	91.1	332.76	64.2	100.2	491.03	2189.3	50.05402650356778
1	1	13	30	data/minimal_simulations/30_mph/pass/belt/airbag/madymo/madymo.peak	137.89	71	86	248.44	58.8	94.8	399.17	2498.7	40.6901121304791
0	0	11	31	data/minimal_simulations/31_mph/driver/nobelt/noairbag/madymo/madymo.peak	13767	74	77	13767	74	77	6664.1	36271	679.3170234454639
1	0	11	31	data/minimal_simulations/31_mph/driver/belt/noairbag/madymo/madymo.peak	847.68	74	79	847.68	74	79	2447.8	25246	249.52089704383283
0	1	11	31	data/minimal_simulations/31_mph/driver/nobelt/airbag/madymo/madymo.peak	3062.5	79	83	3062.5	79	83	3169.4	21087	323.07849133537206
1	1	11	31	data/minimal_simulations/31_mph/driver/belt/airbag/madymo/madymo.peak	162.57	63	78	278.97	60	96	427.68	3034.4	43.596330275229356
0	0	13	31	data/minimal_simulations/31_mph/pass/nobelt/noairbag/madymo/madymo.peak	14849	73.8	76.3	14849	73.8	76.3	6378.2	33825	650.1732925586136
1	0	13	31	data/minimal_simulations/31_mph/pass/belt/noairbag/madymo/madymo.peak	149.8	77.7	92.7	213.71	67.5	95.4	436.81	1656.7	44.52701325178389
0	1	13	31	data/minimal_simulations/31_mph/pass/nobelt/airbag/madymo/madymo.peak	262.32	74.9	89.9	387.54	62.9	98.9	525.89	3188.2	53.60754332313965
1	1	13	31	data/minimal_simulations/31_mph/pass/belt/airbag/madymo/madymo.peak	158.06	70.4	85.4	283.78	58.5	94.5	424.35	2465.5	43.25688073394495
0	0	11	32	data/minimal_simulations/32_mph/driver/nobelt/noairbag/madymo/madymo.peak	16105	73	76	16105	73	76	7303.9	39082	744.5361875637104
1	0	11	32	data/minimal_simulations/32_mph/driver/belt/noairbag/madymo/madymo.peak	933.77	71	78	969.58	71	92	1876.2	17396	191.25382262996942
0	1	11	32	data/minimal_simulations/32_mph/driver/nobelt/airbag/madymo/madymo.peak	2743.1	78	81	2743.1	78	81	3279.2	21715	334.27115188583076
1	1	11	32	data/minimal_simulations/32_mph/driver/belt/airbag/madymo/madymo.peak	157.73	63	78	300.97	60	96	425.75	2920.2	43.39959225280326
0	0	13	32	data/minimal_simulations/32_mph/pass/nobelt/noairbag/madymo/madymo.peak	16161	72.8	75.3	16161	72.8	75.3	6554.9	34687	668.1855249745157
1	0	13	32	data/minimal_simulations/32_mph/pass/belt/noairbag/madymo/madymo.peak	170.56	77.4	92.4	222.45	67.3	92.7	489.47	1780.7	49.89500509683996
0	1	13	32	data/minimal_simulations/32_mph/pass/nobelt/airbag/madymo/madymo.peak	310.19	74	89	447.96	61.9	97.9	566.82	2636.4	57.77981651376147
1	1	13	32	data/minimal_simulations/32_mph/pass/belt/airbag/madymo/madymo.peak	178	69.7	84.7	320.71	58.2	94.2	446.28	2557.5	45.49235474006116
0	0	11	33	data/minimal_simulations/33_mph/driver/nobelt/noairbag/madymo/madymo.peak	17374	72	75	17374	72	75	7532.9	38460	767.8797145769622
1	0	11	33	data/minimal_simulations/33_mph/driver/belt/noairbag/madymo/madymo.peak	1036.7	70	85	1089.5	70	91	1643.3	18416	167.51274209989805
0	1	11	33	data/minimal_simulations/33_mph/driver/nobelt/airbag/madymo/madymo.peak	6012	77	79	6012	77	79	4627.4	29530	471.7023445463812
1	1	11	33	data/minimal_simulations/33_mph/driver/belt/airbag/madymo/madymo.peak	155	62	77	323.25	60	96	420.86	2749.3	42.901121304791026
0	0	13	33	data/minimal_simulations/33_mph/pass/nobelt/noairbag/madymo/madymo.peak	17425	71.8	74.3	17425	71.8	74.3	6776.7	35489	690.795107033639
1	0	13	33	data/minimal_simulations/33_mph/pass/belt/noairbag/madymo/madymo.peak	193.91	75.5	90.5	232.05	67.2	90.5	550.32	1938.4	56.09785932721713
0	1	13	33	data/minimal_simulations/33_mph/pass/nobelt/airbag/madymo/madymo.peak	358.89	72.8	87.8	512.75	61.6	96.9	706.25	6866	71.99286442405707
1	1	13	33	data/minimal_simulations/33_mph/pass/belt/airbag/madymo/madymo.peak	203.98	69	84	363.02	58	94	461.82	2677.6	47.076452599388375
0	0	11	34	data/minimal_simulations/34_mph/driver/nobelt/noairbag/madymo/madymo.peak	18413	71	74	18413	71	74	7662.8	39335	781.1213047910295
1	0	11	34	data/minimal_simulations/34_mph/driver/belt/noairbag/madymo/madymo.peak	932.72	69	84	1038.7	69	91	1615.4	19349	164.66870540265035
0	1	11	34	data/minimal_simulations/34_mph/driver/nobelt/airbag/madymo/madymo.peak	5287.8	76	78	5287.8	76	78	4528.7	27479	461.6411824668705
1	1	11	34	data/minimal_simulations/34_mph/driver/belt/airbag/madymo/madymo.peak	159.16	62	77	359.39	59	95	429.09	2642.5	43.740061162079506
0	0	13	34	data/minimal_simulations/34_mph/pass/nobelt/noairbag/madymo/madymo.peak	18755	70.9	73.4	18755	70.9	73.4	7113.6	36157	725.1376146788991
1	0	13	34	data/minimal_simulations/34_mph/pass/belt/noairbag/madymo/madymo.peak	214.53	72.9	87.9	236.23	67	87.9	601.43	2038.4	61.307849133537196
0	1	13	34	data/minimal_simulations/34_mph/pass/nobelt/airbag/madymo/madymo.peak	488.31	71.8	86.8	622.23	61.4	94.5	983.61	6273.8	100.26605504587155
1	1	13	34	data/minimal_simulations/34_mph/pass/belt/airbag/madymo/madymo.peak	232.7	68.2	83.2	408.53	57.6	93.6	491.76	2683.7	50.12844036697248
0	0	11	35	data/minimal_simulations/35_mph/driver/nobelt/noairbag/madymo/madymo.peak	18928	70	73	18928	70	73	7401.7	39613	754.5056065239551
1	0	11	35	data/minimal_simulations/35_mph/driver/belt/noairbag/madymo/madymo.peak	844.86	68	73	952.45	68	90	2374	22142	241.9979612640163
0	1	11	35	data/minimal_simulations/35_mph/driver/nobelt/airbag/madymo/madymo.peak	9331.2	74	77	9331.2	74	77	5735.3	32076	584.638124362895
1	1	11	35	data/minimal_simulations/35_mph/driver/belt/airbag/madymo/madymo.peak	178.89	79	94	388	59	95	452.13	2861.4	46.088685015290515
0	0	13	35	data/minimal_simulations/35_mph/pass/nobelt/noairbag/madymo/madymo.peak	20289	70	72.4	20289	70	72.4	7428.8	37285	757.2680937818552
1	0	13	35	data/minimal_simulations/35_mph/pass/belt/noairbag/madymo/madymo.peak	227.12	71	86	239.33	66.7	86	649.88	2327.9	66.2466870540265
0	1	13	35	data/minimal_simulations/35_mph/pass/nobelt/airbag/madymo/madymo.peak	702.95	70.6	85.6	779.31	62.4	91.7	1577.1	8772.5	160.76452599388378
1	1	13	35	data/minimal_simulations/35_mph/pass/belt/airbag/madymo/madymo.peak	267.32	68	83	453.98	57.2	93.2	522.44	2901.4	53.25586136595311
0	0	11	36	data/minimal_simulations/36_mph/driver/nobelt/noairbag/madymo/madymo.peak	20056	70	72	20056	70	72	7810.7	39839	796.1977573904179
1	0	11	36	data/minimal_simulations/36_mph/driver/belt/noairbag/madymo/madymo.peak	777.15	67	82	965.39	67	91	2497.2	15819	254.55657492354737
0	1	11	36	data/minimal_simulations/36_mph/driver/nobelt/airbag/madymo/madymo.peak	9363.1	73	76	9363.1	73	76	6442.5	36265	656.7278287461774
1	1	11	36	data/minimal_simulations/36_mph/driver/belt/airbag/madymo/madymo.peak	203.96	78	93	421.75	58	94	475.54	2991.6	48.4750254841998
0	0	13	36	data/minimal_simulations/36_mph/pass/nobelt/noairbag/madymo/madymo.peak	21831	69.2	71.5	21831	69.2	71.5	7734.5	39027	788.4301732925586
1	0	13	36	data/minimal_simulations/36_mph/pass/belt/noairbag/madymo/madymo.peak	244.94	69.6	84.6	250.84	66.7	84.6	727.82	2413.1	74.19164118246687
0	1	13	36	data/minimal_simulations/36_mph/pass/nobelt/airbag/madymo/madymo.peak	859.29	69.5	84.5	915.1	62.4	89.4	1860.2	11010	189.62283384301733
1	1	13	36	data/minimal_simulations/36_mph/pass/belt/airbag/madymo/madymo.peak	302.37	67.6	82.6	506.68	56.9	92.9	546.7	2903.9	55.72884811416922
0	0	11	37	data/minimal_simulations/37_mph/driver/nobelt/noairbag/madymo/madymo.peak	23450	69	71	23450	69	71	8630.7	40104	879.7859327217126
1	0	11	37	data/minimal_simulations/37_mph/driver/belt/noairbag/madymo/madymo.peak	769.99	66	81	1026.4	66	91	2211.6	18494	225.44342507645257
0	1	11	37	data/minimal_simulations/37_mph/driver/nobelt/airbag/madymo/madymo.peak	10882	72	74	10882	72	74	7381	40340	752.3955147808358
1	1	11	37	data/minimal_simulations/37_mph/driver/belt/airbag/madymo/madymo.peak	262.23	77	92	471.48	58	94	528.62	2945.9	53.88583078491335
0	0	13	37	data/minimal_simulations/37_mph/pass/nobelt/noairbag/madymo/madymo.peak	23491	68.4	70.7	23491	68.4	70.7	8080.6	40586	823.710499490316
1	0	13	37	data/minimal_simulations/37_mph/pass/belt/noairbag/madymo/madymo.peak	263.7	68.5	83.5	266.26	66.6	83.5	797.24	2399.8	81.26809378185524
0	1	13	37	data/minimal_simulations/37_mph/pass/nobelt/airbag/madymo/madymo.peak	1345.8	75.6	78.2	1345.8	75.6	78.2	2245	13973	228.84811416921508
1	1	13	37	data/minimal_simulations/37_mph/pass/belt/airbag/madymo/madymo.peak	345.35	67.4	82.4	560.9	56.4	92.4	574.65	3122.4	58.57798165137614
0	0	11	38	data/minimal_simulations/38_mph/driver/nobelt/noairbag/madymo/madymo.peak	28434	68	70	28434	68	70	9605.4	44757	979.1437308868501
1	0	11	38	data/minimal_simulations/38_mph/driver/belt/noairbag/madymo/madymo.peak	1071.4	65	80	1275.4	65	89	2021.5	20544	206.06523955147807
0	1	11	38	data/minimal_simulations/38_mph/driver/nobelt/airbag/madymo/madymo.peak	13258	71	73	13258	71	73	7953.3	43194	810.7339449541284
1	1	11	38	data/minimal_simulations/38_mph/driver/belt/airbag/madymo/madymo.peak	310.43	75	90	519.23	57	93	575.39	2741.4	58.65341488277268
0	0	13	38	data/minimal_simulations/38_mph/pass/nobelt/noairbag/madymo/madymo.peak	25189	67.6	69.9	25189	67.6	69.9	8425.3	42133	858.848114169215
1	0	13	38	data/minimal_simulations/38_mph/pass/belt/noairbag/madymo/madymo.peak	277.19	67.1	82.1	277.33	66.6	82.1	870.99	2338	88.78593272171254
0	1	13	38	data/minimal_simulations/38_mph/pass/nobelt/airbag/madymo/madymo.peak	1833	74.2	76.8	1833	74.2	76.8	2535.6	16298	258.4709480122324
1	1	13	38	data/minimal_simulations/38_mph/pass/belt/airbag/madymo/madymo.peak	390.26	67.3	82.3	623.48	56	92	607.84	3273.8	61.96126401630989
0	0	11	39	data/minimal_simulations/39_mph/driver/nobelt/noairbag/madymo/madymo.peak	27890	67	69	27890	67	69	10028	46974	1022.2222222222222
1	0	11	39	data/minimal_simulations/39_mph/driver/belt/noairbag/madymo/madymo.peak	1219.1	65	80	1436.3	64	87	1783.7	27702	181.82466870540264
0	1	11	39	data/minimal_simulations/39_mph/driver/nobelt/airbag/madymo/madymo.peak	14989	70	72	14989	70	72	8331.6	45901	849.2966360856269
1	1	11	39	data/minimal_simulations/39_mph/driver/belt/airbag/madymo/madymo.peak	401.2	74	89	589.85	58	94	637.22	2869.8	64.95616717635066
0	0	13	39	data/minimal_simulations/39_mph/pass/nobelt/noairbag/madymo/madymo.peak	26893	66.9	69.2	26893	66.9	69.2	8742.4	43601	891.1722731906217
1	0	13	39	data/minimal_simulations/39_mph/pass/belt/noairbag/madymo/madymo.peak	290.33	66.6	81.6	290.39	66.3	81.6	864.66	2465.6	88.14067278287462
0	1	13	39	data/minimal_simulations/39_mph/pass/nobelt/airbag/madymo/madymo.peak	2180.7	73.1	75.7	2180.7	73.1	75.7	2723	17914	277.57390417940877
1	1	13	39	data/minimal_simulations/39_mph/pass/belt/airbag/madymo/madymo.peak	438.34	66.5	81.5	691.79	55.7	91.7	635.85	3354.2	64.81651376146789
0	0	11	40	data/minimal_simulations/40_mph/driver/nobelt/noairbag/madymo/madymo.peak	25175	66	69	25175	66	69	8093.7	42636	825.0458715596329
1	0	11	40	data/minimal_simulations/40_mph/driver/belt/noairbag/madymo/madymo.peak	1325.1	64	79	1521.9	64	86	1873.3	31213	190.95820591233434
0	1	11	40	data/minimal_simulations/40_mph/driver/nobelt/airbag/madymo/madymo.peak	16861	69	71	16861	69	71	8654.1	49298	882.17125382263
1	1	11	40	data/minimal_simulations/40_mph/driver/belt/airbag/madymo/madymo.peak	449.7	73	88	641.06	57	93	669.72	2934.2	68.2691131498471
0	0	13	40	data/minimal_simulations/40_mph/pass/nobelt/noairbag/madymo/madymo.peak	28642	66.2	68.5	28642	66.2	68.5	9096.8	46041	927.2986748216105
1	0	13	40	data/minimal_simulations/40_mph/pass/belt/noairbag/madymo/madymo.peak	275.65	65.9	80.1	275.65	65.9	80.1	889.6	2270.4	90.68297655453618
0	1	13	40	data/minimal_simulations/40_mph/pass/nobelt/airbag/madymo/madymo.peak	2595.9	72	74.6	2595.9	72	74.6	2942.5	19735	299.94903160040775
1	1	13	40	data/minimal_simulations/40_mph/pass/belt/airbag/madymo/madymo.peak	495.13	66.2	81.2	762.65	55.9	91.2	666.8	3443.2	67.97145769622833
0	0	11	41	data/minimal_simulations/41_mph/driver/nobelt/noairbag/madymo/madymo.peak	29222	66	68	29222	66	68	9584.5	45233	977.0132517838939
1	0	11	41	data/minimal_simulations/41_mph/driver/belt/noairbag/madymo/madymo.peak	1656.9	63	78	1872.2	63	85	2282.2	31747	232.64016309887867
0	1	11	41	data/minimal_simulations/41_mph/driver/nobelt/airbag/madymo/madymo.peak	18774	68	71	18774	68	71	8367.7	49061	852.9765545361876
1	1	11	41	data/minimal_simulations/41_mph/driver/belt/airbag/madymo/madymo.peak	508.02	72	87	700.21	56	92	705.15	2973.8	71.88073394495412
0	0	13	41	data/minimal_simulations/41_mph/pass/nobelt/noairbag/madymo/madymo.peak	30380	65.6	67.8	30380	65.6	67.8	9530.6	49420	971.5188583078491
1	0	13	41	data/minimal_simulations/41_mph/pass/belt/noairbag/madymo/madymo.peak	283.24	65.8	79.2	283.24	65.8	79.2	920.95	2099.9	93.87869520897044
0	1	13	41	data/minimal_simulations/41_mph/pass/nobelt/airbag/madymo/madymo.peak	3005.5	70.9	73.6	3005.5	70.9	73.6	3116.4	21443	317.67584097859327
1	1	13	41	data/minimal_simulations/41_mph/pass/belt/airbag/madymo/madymo.peak	542.53	65.6	80.6	833.05	55.2	90.6	693.97	3574.3	70.74108053007136
0	0	11	42	data/minimal_simulations/42_mph/driver/nobelt/noairbag/madymo/madymo.peak	32525	65	67	32525	65	67	10822	50667	1103.1600407747196
1	0	11	42	data/minimal_simulations/42_mph/driver/belt/noairbag/madymo/madymo.peak	1504.7	62	77	1818.6	62	84	2378.8	40183	242.48725790010195
0	1	11	42	data/minimal_simulations/42_mph/driver/nobelt/airbag/madymo/madymo.peak	17436	67	70	17436	67	70	7293.3	42790	743.4556574923547
1	1	11	42	data/minimal_simulations/42_mph/driver/belt/airbag/madymo/madymo.peak	573.6	71	86	763.39	56	92	743.92	3044.3	75.8328236493374
0	0	13	42	data/minimal_simulations/42_mph/pass/nobelt/noairbag/madymo/madymo.peak	32131	64.9	67.1	32131	64.9	67.1	9919.7	51959	1011.1824668705403
1	0	13	42	data/minimal_simulations/42_mph/pass/belt/noairbag/madymo/madymo.peak	293.46	65.9	78.4	293.46	65.9	78.4	976.63	2149.5	99.5545361875637
0	1	13	42	data/minimal_simulations/42_mph/pass/nobelt/airbag/madymo/madymo.peak	3706.8	69.9	72.4	3706.8	69.9	72.4	3307	23362	337.10499490316005
1	1	13	42	data/minimal_simulations/42_mph/pass/belt/airbag/madymo/madymo.peak	604.92	65.2	80.2	917.41	55.2	89.7	716.25	3769.9	73.01223241590213
0	0	11	43	data/minimal_simulations/43_mph/driver/nobelt/noairbag/madymo/madymo.peak	27649	64	67	27649	64	67	8608.4	43945	877.512742099898
1	0	11	43	data/minimal_simulations/43_mph/driver/belt/noairbag/madymo/madymo.peak	1302.1	62	77	1679.6	62	87	2907.8	41921	296.4118246687054
0	1	11	43	data/minimal_simulations/43_mph/driver/nobelt/airbag/madymo/madymo.peak	11734	67	69	11734	67	69	7292.9	40377	743.4148827726808
1	1	11	43	data/minimal_simulations/43_mph/driver/belt/airbag/madymo/madymo.peak	649.7	71	86	830.99	55	91	797.68	3149.1	81.31294597349643
0	0	13	43	data/minimal_simulations/43_mph/pass/nobelt/noairbag/madymo/madymo.peak	33904	64.3	66.5	33904	64.3	66.5	10245	54823	1044.34250764526
1	0	13	43	data/minimal_simulations/43_mph/pass/belt/noairbag/madymo/madymo.peak	289.33	65.5	77.2	289.33	65.5	77.2	1023.3	1960.9	104.31192660550458
0	1	13	43	data/minimal_simulations/43_mph/pass/nobelt/airbag/madymo/madymo.peak	4301.1	69	71.6	4301.1	69	71.6	3428.7	24242	349.51070336391433
1	1	13	43	data/minimal_simulations/43_mph/pass/belt/airbag/madymo/madymo.peak	676.16	64.7	79.7	1006.2	54.8	89.2	746.16	3955.3	76.0611620795107
0	0	11	44	data/minimal_simulations/44_mph/driver/nobelt/noairbag/madymo/madymo.peak	35035	64	66	35035	64	66	10653	51007	1085.932721712538
1	0	11	44	data/minimal_simulations/44_mph/driver/belt/noairbag/madymo/madymo.peak	1396.4	61	63	1628.1	61	86	3196.6	39727	325.85117227319057
0	1	11	44	data/minimal_simulations/44_mph/driver/nobelt/airbag/madymo/madymo.peak	21049	66	69	21049	66	69	9581	57571	976.6564729867482
1	1	11	44	data/minimal_simulations/44_mph/driver/belt/airbag/madymo/madymo.peak	727.52	70	85	897.33	55	91	852.78	3214.4	86.92966360856268
0	0	13	44	data/minimal_simulations/44_mph/pass/nobelt/noairbag/madymo/madymo.peak	35612	63.7	65.9	35612	63.7	65.9	10539	57124	1074.3119266055046
1	0	13	44	data/minimal_simulations/44_mph/pass/belt/noairbag/madymo/madymo.peak	297.42	65.7	75.9	297.42	65.7	75.9	1160.1	1467.1	118.25688073394494
0	1	13	44	data/minimal_simulations/44_mph/pass/nobelt/airbag/madymo/madymo.peak	5162.7	68.1	70.7	5162.7	68.1	70.7	3824.4	25565	389.84709480122325
1	1	13	44	data/minimal_simulations/44_mph/pass/belt/airbag/madymo/madymo.peak	757.96	64.5	79.5	1112.3	54.6	88.4	785.87	3868.3	80.10907237512741
0	0	11	45	data/minimal_simulations/45_mph/driver/nobelt/noairbag/madymo/madymo.peak	33847	63	66	33847	63	66	10428	50234	1062.9969418960245
1	0	11	45	data/minimal_simulations/45_mph/driver/belt/noairbag/madymo/madymo.peak	2181.2	74	78	2349.7	60	79	2802.9	25877	285.71865443425077
0	1	11	45	data/minimal_simulations/45_mph/driver/nobelt/airbag/madymo/madymo.peak	23955	65	68	23955	65	68	8652.5	51080	882.0081549439348
